"uid","Employer","JobLocation","RankorTitle","Specialty","Deadline","DatePosted","ApplicationStatus","OpenUntilFilled","JobSubLocation","lon","lat"
1236,"University of Gothenburg","Sweden","Post Doc ","General Linguistics;Russian;Slavic",2014-06-12,2014-05-21,FALSE,FALSE,"Gothenburg",11.9853213,57.6954209
1237,"University of Gothenburg","Sweden","Post Doc ","General Linguistics;Japanese",2014-06-12,2014-05-21,FALSE,FALSE,"Gothenburg",11.9853213,57.6954209
1238,"University of Gothenburg","Sweden","Senior Lecturer ","General Linguistics;Japanese",2014-06-12,2014-05-21,FALSE,FALSE,"Gothenburg",11.9853213,57.6954209
1239,"College of William and Mary","USA","Lecturer ","Psycholinguistics",2014-06-06,2014-05-20,FALSE,FALSE,"Virginia",-76.7100318,37.2701796
1240,"Penn State University","USA","Research Assistant","Psycholinguistics;Neurolinguistics",NA,2014-05-20,FALSE,TRUE,"Pennsylvania",-77.8600012,40.7933949
1241,"University of Hamburg","Germany","Researcher ","General Linguistics;English",2014-06-14,2014-05-20,FALSE,FALSE,"Hamburg",9.9936818,53.5510846
1242,"University of Hamburg","Germany","Lecturer ","General Linguistics;English",2014-06-14,2014-05-20,FALSE,FALSE,"Hamburg",9.9936818,53.5510846
1243,"University of Luxembourg","Luxembourg","Post Doc ","Sociolinguistics;Text/Corpus Linguistics;Luxembourgish",2014-06-27,2014-05-20,FALSE,FALSE,"Walferdange",6.129583,49.815273
1244,"University of Maryland, College Park","USA","Executive Director","General Linguistics",2014-06-08,2014-05-16,FALSE,FALSE,"Maryland",-76.9232562,38.979967
1245,"Appen","----------------","Consultant ","Computational Linguistics;Phonetics;Chinese, Mandarin;French; Polish",NA,2014-05-15,FALSE,TRUE,NA,9.7441419,53.6604726
1246,"Universität Bielefeld","Germany","Lecturer ","General Linguistics",2014-06-02,2014-05-15,FALSE,FALSE,"Bielefeld",8.4970738,52.0391734
1247,"Newcastle University, UK","United Kingdom","Lecturer ","General Linguistics;Historical Linguistics;English",2014-06-05,2014-05-15,FALSE,FALSE,"Newcastle upon Tyne",-1.6268973,54.9665195
1248,"AECOM","USA","Linguist","General Linguistics;Morphology;Translation;Lexicography; Twi;Bambara;Shona;Yoruba ",NA,2014-05-15,FALSE,TRUE,"Maryland",-118.2585843,34.0480538
1249,"University of Free State","South Africa","Rank Open ","General Linguistics;Language Acquisition;Any Signed Language;Deaf Culture; South African Sign Language",NA,2014-05-15,FALSE,TRUE,"Bloemfontein, Free State",26.1862981,-29.111017
1250,"University of Saskatchewan, Canada","Canada","Instructor ","Applied Linguistics;General Linguistics;Phonetics;Language Acquisition ",2014-06-15,2014-05-15,FALSE,FALSE,"Saskatoon, Saskatchewan",-106.6236777,52.138997
1251,"University of Colorado-Boulder","USA","Researcher ","Computational Linguistics;Language Documentation;Text/Corpus Linguistics;Natural Language Processing ",2014-06-30,2014-05-15,FALSE,FALSE,"Colorado",-105.2555329,40.0077396
1252,"Georg-August-Universität Göttingen","Germany","Full Professor Junior Professor (Tenure Track)","Historical Linguistics;Linguistic Theories;Text/Corpus Linguistics;German ",2014-06-11,2014-05-15,FALSE,FALSE,"Göttingen",9.9525578,51.5608461
1253,"Newcastle University, UK","United Kingdom","Lecturer ","Phonology;Text/Corpus Linguistics",2014-06-05,2014-05-14,FALSE,FALSE,"Newcastle upon Tyne",-1.6268973,54.9665195
1254,"University of Oregon","USA","Instructor ","Applied Linguistics;French",2014-05-30,2014-05-14,FALSE,FALSE,"Oregon",-111.8867174,33.4239891
1255,"Zukunftskolleg of the University of Konstanz","Germany","Post Doc ","General Linguistics;Discipline of Linguistics;Germanic;Romance; Slavic Subgroup;New English",2014-08-31,2014-05-12,FALSE,FALSE,"Konstanz",9.1732384,47.6779496
1256,"Zukunftskolleg of the University of Konstanz","Germany","Post Doc ","General Linguistics;Discipline of Linguistics;Germanic;Romance; Slavic Subgroup;New English",2014-08-31,2014-05-12,FALSE,FALSE,"Konstanz",9.1732384,47.6779496
1257,"Lionbridge","Finland","Linguist/Computational Linguist","Computational Linguistics;Translation;Natural Language Processing;Hungarian; Korean",2014-05-30,2014-05-12,FALSE,FALSE,"Tampere",23.7610254,61.4981508
1258,"Leapforce, Inc","Russia","Search Engine Evaluator","Text/Corpus Linguistics;English;Russian",NA,2014-05-09,FALSE,TRUE,"Moscow",37.6173,55.755826
1259,"Leiden University","Netherlands","Assistant Professor ","Applied Linguistics;General Linguistics;Portuguese",2014-05-31,2014-05-09,FALSE,FALSE,"Leiden",4.4668217,52.1689214
1260,"Brigham Young University","USA","Rank Open ","General Linguistics",2014-09-15,2014-05-08,FALSE,FALSE,"Utah",-81.1858094,28.5750583
1261,"Esprit de Corps, Corporation","Germany","Analyst","Translation;Arabic, Standard;Arabic, Moroccan;English; French;Hassaniyya;Tamasheq",NA,2014-05-08,FALSE,TRUE,"Stuttgart",9.1829321,48.7758459
1262,"The University of Sheffield","United Kingdom","Lecturer ","Syntax;Language Acquisition",2014-05-12,2014-05-08,FALSE,FALSE,"Sheffield",-1.4877266,53.3806004
1263,"The University of Sheffield","United Kingdom","Senior Lecturer ","Applied Linguistics",2014-05-12,2014-05-08,FALSE,FALSE,"Sheffield",-1.4877266,53.3806004
1264,"Uppsala University","Sweden","Full Professor ","Applied Linguistics;General Linguistics;Turkic",2014-08-15,2014-05-07,FALSE,FALSE,"Uppsala",17.6389267,59.8585638
1265,"The Chinese University of Hong Kong","Hong Kong","Rank Open ","General Linguistics",NA,2014-05-06,FALSE,TRUE,"Shatin, N.T.",114.20383,22.417534
1266,"INRIA","France","Post Doc ","Computational Linguistics;Semantics;English;French ",2014-06-30,2014-05-06,FALSE,FALSE,"Palaiseau, near Paris",-0.60027,44.808932
1267,"University of Illinois at Urbana-Champaign","USA","Lecturer ","Translation;Ling & Literature",NA,2014-05-04,FALSE,TRUE,"Illinois",-88.2178545,40.0927646
1268,"University of Illinois at Urbana-Champaign","USA","Instructor ","Translation;Ling & Literature",NA,2014-05-04,FALSE,TRUE,"Illinois",-88.2178545,40.0927646
1269,"University of Illinois at Urbana-Champaign","USA","Lecturer ","Translation",NA,2014-05-04,FALSE,TRUE,"Illinois",-88.2178545,40.0927646
1270,"University of Illinois at Urbana-Champaign","USA","Instructor ","Translation",NA,2014-05-04,FALSE,TRUE,"Illinois",-88.2178545,40.0927646
1271,"International Center for Language Studies","USA","Program Coordinator","Applied Linguistics;Asian and Middle Eastern Languages",NA,2014-05-02,FALSE,TRUE,"District of Columbia",-77.0368707,38.9071923
1272,"McGill University","Canada","Lecturer ","Phonetics;Phonology",2014-05-30,2014-05-02,FALSE,FALSE,"Montreal, Quebec",-97.1465173,49.7975879
1273,"Appen Inc.","USA","Linguist","Computational Linguistics;General Linguistics;French",NA,2014-05-02,FALSE,TRUE,"Seattle, Washington",-122.3320708,47.6062095
1274,"Google","Sweden","Speech Linguistic Project Manager","Computational Linguistics;General Linguistics;Norwegian Bokmål;Swedish ",NA,2014-05-01,FALSE,TRUE,"Stockholm",18.0685808,59.3293235
1275,"First Nations University of Canada","Canada","Assistant Professor ","Applied Linguistics",2014-05-23,2014-05-01,FALSE,FALSE,"Regina",-104.5818323,50.4193515
1276,"Google","USA","Speech Data Evaluator","Computational Linguistics;General Linguistics;English",NA,2014-05-01,FALSE,TRUE,"California",-80.0449356,33.0653068
1277,"SOAS, University of London","United Kingdom","Lecturer ","Applied Linguistics;Translation;Japanese",2014-05-15,2014-05-01,FALSE,FALSE,"London",-0.128734,51.522162
1278,"Max Planck Institute for Evolutionary Anthropology","Germany","Post Doc ","Historical Linguistics;Phonetics;Aymaran;Quechuan; Germanic;Romance;Slavic",NA,2014-04-30,FALSE,TRUE,"Leipzig",12.3730747,51.3396955
1279,"Max Planck Institute for Evolutionary Anthropology","Germany","Researcher ","Historical Linguistics;Phonetics;Aymaran;Quechuan; Germanic;Romance;Slavic",NA,2014-04-30,FALSE,TRUE,"Leipzig",12.3730747,51.3396955
1280,"University of Ottawa","Canada","Assistant Professor ","Syntax",2014-05-31,2014-04-30,FALSE,FALSE,"Ontario",-83.0182189,42.3077541
1281,"University of Ottawa","Canada","Assistant Professor ","Phonology",2014-05-31,2014-04-30,FALSE,FALSE,"Ontario",-83.0182189,42.3077541
1282,"Studies in Second Language Acquisition (Cambridge University Press)","----------------","Journal Editor","Applied Linguistics",2014-07-15,2014-04-29,FALSE,FALSE,NA,14.332644,40.901975
1283,"Heinrich Heine University","Germany","Post Doc ","Semantics;Syntax",2014-06-15,2014-04-29,FALSE,FALSE,"Duesseldorf",6.7734556,51.2277411
1284,"Massachusetts Institute of Technology","USA","Manager ","Psycholinguistics;Cognitive Science;Language Acquisition",NA,2014-04-28,FALSE,TRUE,"Massachusetts",-71.0934,42.3591
1285,"American University","USA","French Language Coordinator","General Linguistics;Language Acquisition;French",NA,2014-04-28,FALSE,TRUE,"District of Columbia",-97.5672431,35.8715218
1286,"HarperCollins Publishers","United Kingdom","Product Support Developer","Computational Linguistics;Text/Corpus Linguistics",NA,2014-04-25,FALSE,TRUE,"Glasgow,Scotland",-0.2221731,51.4898479
1287,"National Taiwan University","Taiwan","Asst/Assoc Professor ","General Linguistics;Cognitive Science",2014-06-26,2014-04-25,FALSE,FALSE,"Taipei",121.5273658,25.0254571
1288,"National Taiwan University","Taiwan","Full Professor ","General Linguistics;Cognitive Science",2014-06-26,2014-04-25,FALSE,FALSE,"Taipei",121.5273658,25.0254571
1289,"Linguee GmbH","Germany","Language Professionals","General Linguistics;Text/Corpus Linguistics;Lexicography;English; French;German;Japanese;Portuguese; Spanish",NA,2014-04-25,FALSE,TRUE,"Köln",6.9602786,50.937531
1290,"Nanyang Technological University","Singapore","Lecturer ","Applied Linguistics;English",2014-06-24,2014-04-24,FALSE,FALSE,"Singapore",103.8677444,1.3553794
1291,"Nanyang Technological University","Singapore","Asst/Assoc Professor ","Applied Linguistics;English",2014-06-24,2014-04-24,FALSE,FALSE,"Singapore",103.8677444,1.3553794
1292,"Institute of Linguistics, Academia Sinica","Taiwan","Researcher ","General Linguistics;Historical Linguistics",2014-05-31,2014-04-24,FALSE,FALSE,"Taipei",121.5654177,25.0329694
1293,"Ecole Normale Supérieure","France","Assistant Professor Visiting Assistant Professor","General Linguistics",2014-05-31,2014-04-24,FALSE,FALSE,"Paris",2.3522219,48.856614
1294,"Ecole Normale Supérieure","France","Visiting Professor Visiting Assistant Professor","General Linguistics",2014-05-31,2014-04-24,FALSE,FALSE,"Paris",2.3522219,48.856614
1295,"University of California, Los Angeles","USA","Lecturer ","General Linguistics",2014-05-05,2014-04-24,FALSE,FALSE,"California",-118.2534733,34.0533937
1296,"Teachers College, Columbia University","USA","Lecturer ","Applied Linguistics;Second Language Acquisition;English",NA,2014-04-24,FALSE,TRUE,"New York",-74.0059413,40.7127837
1297,"Manchester Metropolitan University","United Kingdom","Researcher ","Sociolinguistics;English",2014-05-09,2014-04-24,FALSE,FALSE,"Manchester",-2.422962,53.573547
1298,"Manchester Metropolitan University","United Kingdom","Associate Professor ","Sociolinguistics;English",2014-05-09,2014-04-24,FALSE,FALSE,"Manchester",-2.422962,53.573547
1299,"University of Nova Gorica","Slovenia","Post Doc ","Psycholinguistics;Semantics;Syntax;Experimental Linguistics ",NA,2014-04-24,FALSE,TRUE,"Nova Gorica",13.6493044,45.9549755
1300,"Nanyang Technological University","Singapore","Lecturer ","Applied Linguistics;English;German",2014-07-15,2014-04-23,FALSE,FALSE,NA,-115.0464904,36.1794882
1301,"SAP","China","Localization Specialist","Translation;English",NA,2014-04-23,FALSE,TRUE,"Shanghai",113.767141,23.0628532
1302,"Appen Inc.","United Kingdom","Linguist","Phonetics;Phonology;Hindi",NA,2014-04-19,FALSE,TRUE,"London (preferred)",-0.1277583,51.5073509
1303,"Penn State University","USA","Post Doc ","Psycholinguistics;Sociolinguistics;Language Acquisition",NA,2014-04-17,FALSE,TRUE,"Pennsylvania",-77.8600012,40.7933949
1304,"The Chinese University of Hong Kong","Hong Kong","Instructor ","Applied Linguistics;German",NA,2014-04-17,FALSE,TRUE,"Shatin",114.20383,22.417534
1305,"The Chinese University of Hong Kong","Hong Kong","Lecturer ","Applied Linguistics;German",NA,2014-04-17,FALSE,TRUE,"Shatin",114.20383,22.417534
1306,"Xaxis Germany GmbH","Germany","Consultant ","General Linguistics;Semantics;Text/Corpus Linguistics;Czech; Polish;Spanish;Turkish",NA,2014-04-17,FALSE,TRUE,"Karlsruhe, Baden-Württemberg",8.4036527,49.0068901
1307,"Penn State University","USA","Lecturer ","Applied Linguistics;Spanish",NA,2014-04-17,FALSE,TRUE,"Pennsylvania",-77.8600012,40.7933949
1308,"International Christian University","Japan","Rank Open ","Applied Linguistics;Japanese",2014-08-31,2014-04-17,FALSE,FALSE,"Tokyo",139.7319925,35.7090259
1309,"University of Chicago","USA","Researcher ","Pragmatics;Psycholinguistics;Semantics",NA,2014-04-17,FALSE,TRUE,"Illinois",-82.3924269,28.0282578
1310,"University of Free State","South Africa","Rank Open ","Applied Linguistics;General Linguistics;South African Sign Language",NA,2014-04-16,FALSE,TRUE,"Bloemfontein, Free State",26.1862981,-29.111017
1311,"Idiap Research Institute","Switzerland","Post Doc ","Computational Linguistics;Machine Translation",NA,2014-04-12,FALSE,TRUE,"Martigny",7.0755334,46.1049798
1312,"Università della Svizzera Italiana","Switzerland","Assistant Professor ","Discourse Analysis;General Linguistics;Philosophy of Language;Pragmatics ",2014-04-30,2014-04-12,FALSE,FALSE,"Lugano",8.9835023,45.8674661
1313,"SYSTRAN Software,Inc.","USA","Research Scientist","Computational Linguistics",NA,2014-04-10,FALSE,TRUE,"California",-119.4179324,36.778261
1314,"Dublin Institute for Advanced Studies","Ireland","Professor","General Linguistics;Welsh, Middle;Irish, Old",2014-05-23,2014-04-10,FALSE,FALSE,"Dublin 4",-6.2603097,53.3498053
1315,"Lancaster University","United Kingdom","Full Professor ","Computational Linguistics",2014-05-18,2014-04-10,FALSE,FALSE,"Lancaster",-2.7852725,54.0070009
1316,"University of Maryland","USA","Researcher ","Language Acquisition;Advanced Statistical Analysis and Programming",NA,2014-04-10,FALSE,TRUE,"Maryland",-90.3385631,38.6517269
1317,"Leopold-Franzens-Universität Innsbruck","Austria","Post Doc ","Morphology;Translation;Lexicography;Terminology; English;German",2014-04-29,2014-04-08,FALSE,FALSE,"Innsbruck",11.4041024,47.2692124
1318,"Smithsonian Institution","USA","Curator","General Linguistics;Anthropological Linguistics;Language Sustainability and Revitalization",2014-04-18,2014-04-08,FALSE,FALSE,"District of Columbia",-73.9869757,40.7398838
1319,"Esprit de Corps, Corporation","USA","Linguist/Translator","Translation;Chinese, Mandarin;Dari",NA,2014-04-08,FALSE,TRUE,"Maryland",-76.6412712,39.0457549
1320,"Google","United Kingdom","Programmer ","Computational Linguistics;Hindi",NA,2014-04-06,FALSE,TRUE,"London",-0.1277583,51.5073509
1321,"University of Saskatchewan","Canada","Instructor ","Applied Linguistics;General Linguistics;Japanese",2014-05-01,2014-04-05,FALSE,FALSE,"Saskatchewan",-106.6236777,52.138997
1322,"The University of Edinburgh","United Kingdom","Post Doc ","General Linguistics;Historical Linguistics;Phonology;Sociolinguistics; Text/Corpus Linguistics;Scots",2014-05-02,2014-04-05,FALSE,FALSE,"Edinburgh",-3.1853225,55.9466347
1323,"Google","United Kingdom","TTS Language Engineer - (2) positions, Arabic and Nordic Languages","Computational Linguistics;Text to Speech;Arabic, Standard;Danish; Norwegian Bokmål;Swedish",NA,2014-04-03,FALSE,TRUE,"London",-0.1277583,51.5073509
1324,"University of Illinois at Urbana-Champaign","USA","Visiting Professor Visiting Assistant Professor in Applied Linguistics/ESL (2 positions available)","Applied Linguistics;Morphology;Phonology",NA,2014-04-03,FALSE,TRUE,"Illinois",-88.2178545,40.0927646
1325,"University of Illinois at Urbana-Champaign","USA","Assistant Professor Visiting Assistant Professor in Applied Linguistics/ESL (2 positions available)","Applied Linguistics;Morphology;Phonology",NA,2014-04-03,FALSE,TRUE,"Illinois",-88.2178545,40.0927646
1326,"University of Illinois at Urbana-Champaign","USA","Assistant Professor ","Syntax",NA,2014-04-03,FALSE,TRUE,"Illinois",-88.2178545,40.0927646
1327,"The University of Sydney","Australia","Assistant Professor ","Morphology;Phonetics;Phonology;Syntax; Anthropological Linguistics",2014-04-29,2014-04-03,FALSE,FALSE,"Sydney",151.1598462,-33.8628753
1328,"University of Lausanne","Switzerland","Lecturer ","General Linguistics",2014-04-30,2014-04-02,FALSE,FALSE,"Lausanne, Vaud",6.6528621,46.5287859
1329,"University of Lausanne","Switzerland","Researcher ","General Linguistics",2014-04-30,2014-04-02,FALSE,FALSE,"Lausanne, Vaud",6.6528621,46.5287859
1330,"Universidad del Valle, Cali, Colombia","Colombia","Rank Open Rank will depend on curriculum vitae","Applied Linguistics;Sociolinguistics;English",2014-04-11,2014-04-02,FALSE,FALSE,"Cali",-76.5343899,3.3747602
1331,"American University","USA","Lecturer ","Applied Linguistics;English",NA,2014-04-01,FALSE,TRUE,"District of Columbia",-97.5672431,35.8715218
1332,"American University","USA","Instructor ","Applied Linguistics;English",NA,2014-04-01,FALSE,TRUE,"District of Columbia",-97.5672431,35.8715218
1333,"H5","USA","Scientist ","Computational Linguistics;Text/Corpus Linguistics;Natural Language Processing, Machine Learning Tools",NA,2014-04-01,FALSE,TRUE,"California",-81.2040765,28.6036986
1334,"H5","USA","Programmer ","Computational Linguistics;Text/Corpus Linguistics;Natural Language Processing, Machine Learning Tools",NA,2014-04-01,FALSE,TRUE,"California",-81.2040765,28.6036986
1335,"Yale University","USA","Post Doc ","Syntax",NA,2014-03-29,FALSE,TRUE,"Connecticut",-147.8524686,64.84172
1336,"Google","United Kingdom","Manager ","Computational Linguistics;Phonology;Hindi",NA,2014-03-28,FALSE,TRUE,"London",-0.1277583,51.5073509
1337,"Google","United Kingdom","Rank Open ","Computational Linguistics;Phonetics;Phonology;Hindi ",NA,2014-03-28,FALSE,TRUE,"London",-0.1277583,51.5073509
1338,"University of Illinois","USA","Visiting Assistant Professor","Applied Linguistics;French",NA,2014-03-28,NA,FALSE,NA,-82.4526209,28.067824
1339,"Ivona Software, an Amazon Company","Poland","Consultant ","Computational Linguistics;General Linguistics;NLP, TTS, ASR, Data Mining;English ",NA,2014-03-28,FALSE,TRUE,"Gdynia/Gdańsk",18.6466384,54.3520252
1340,"Appen Inc.","----------------","Linguist","General Linguistics;Indonesian;Tagalog",NA,2014-03-27,FALSE,TRUE,NA,14.332644,40.901975
1341,"University of Birmingham (UK)","United Kingdom","Lecturer (Equivalent to Assistant Professor in US system)","Applied Linguistics;Pragmatics;Psycholinguistics;Sociolinguistics; Language Acquisition;Cognitive Linguistics, Metaphor, Languages and New Media;English",2014-04-24,2014-03-26,FALSE,FALSE,"Birmingham",-1.9256429,52.4484819
1342,"University of Birmingham","United Kingdom","Teaching Fellow","Applied Linguistics;Pragmatics;Psycholinguistics;Sociolinguistics; Language Acquisition;English",2014-04-15,2014-03-26,FALSE,FALSE,"Birmingham",-1.9256429,52.4484819
1343,"Ivona Software, an Amazon Company","Poland","Consultant ","Computational Linguistics;General Linguistics;Finnish",NA,2014-03-26,FALSE,TRUE,"Gdynia/Gdańsk",18.6466384,54.3520252
1344,"University of the West of England","United Kingdom","Senior Lecturer ","General Linguistics;English",2014-04-22,2014-03-26,FALSE,FALSE,"Bristol",-0.7592891,51.3099719
1345,"University of the West of England","United Kingdom","Lecturer ","General Linguistics;English",2014-04-22,2014-03-26,FALSE,FALSE,"Bristol",-0.7592891,51.3099719
1346,"University of Southern Denmark","Denmark","Associate Professor ","Discourse Analysis;Pragmatics;Text/Corpus Linguistics;Cognitive Science ",2014-04-15,2014-03-26,FALSE,FALSE,"Sonderborg",9.792178,54.913811
1347,"University of Oslo","Norway","Post Doc ","Computational Linguistics;Semantics;Syntax;Greek, Ancient; Latin;Germanic;Romance;Slavic ",2014-04-11,2014-03-26,FALSE,FALSE,"Oslo",10.7522454,59.9138688
1348,"University of Maryland","USA","Post-Bac","General Linguistics;Psycholinguistics;Neurolinguistics;Language Acquisition ",NA,2014-03-25,FALSE,TRUE,"Maryland",-90.3385631,38.6517269
1349,"Rice University","USA","Lecturer ","Phonetics;Phonology",NA,2014-03-25,FALSE,TRUE,"Texas",-93.1059561,44.9643389
1350,"Univ. of Pennsylvania","USA","Post Doc ","Phonetics;Psycholinguistics;Language Acquisition",2014-04-30,2014-03-25,FALSE,FALSE,"Pennsylvania",-111.8869146,33.4238104
1351,"Judicial Council of California - Administrative Office of the Courts","USA","Analyst","Applied Linguistics",2014-04-14,2014-03-23,FALSE,FALSE,"California",-119.4179324,36.778261
1352,"Univ. of Alabama","USA","Instructor ","Applied Linguistics;German",NA,2014-03-23,FALSE,TRUE,"Alabama",-84.9850712,35.0554018
1353,"Toyama Prefectural University","Japan","Rank Open ","Applied Linguistics;General Linguistics;Language Pedagogy, TESL;English ",2014-05-02,2014-03-21,FALSE,FALSE,"Imizushi, Toyama Prefecture",137.2136768,36.6959518
1354,"Lionbridge","Finland","Computational Linguist","General Linguistics;Natural Language Processing;Chinese, Yue",2014-04-30,2014-03-21,FALSE,FALSE,"Tampere",23.7610254,61.4981508
1355,"Language Science Press","Germany","Web Programmer & Community Manager","General Linguistics",NA,2014-03-20,FALSE,TRUE,"Berlin",13.404954,52.5200066
1356,"Language Science Press","Germany","Business Economist","General Linguistics",NA,2014-03-20,FALSE,TRUE,"Berlin",13.404954,52.5200066
1357,"Language Science Press","Germany","Web Programmer","General Linguistics",2014-03-31,2014-03-20,FALSE,FALSE,"Berlin",13.404954,52.5200066
1358,"Tel-Aviv University","Israel","Lecturer ","Language Acquisition",2014-05-01,2014-03-20,FALSE,FALSE,"Tel-Aviv",34.8046418,32.1036377
1359,"Language Science Press","Germany","LaTeX Expert","General Linguistics",2014-03-31,2014-03-20,FALSE,FALSE,"Berlin",13.404954,52.5200066
1360,"Western Michigan University","USA","Assistant Professor ","General Linguistics;Spanish",NA,2014-03-20,FALSE,TRUE,"Michigan",-85.6152186,42.2831778
1361,"Universidade do Vale do Rio dos Sinos - UNISINOS","Brazil","Assistant Professor ","Applied Linguistics;Second Language Learning and Teaching",NA,2014-03-20,FALSE,TRUE,"Sao Leopoldo, Rio Grande do Sul",-51.150283,-29.7549941
1362,"Johns Hopkins University","USA","Full Professor ","Computational Linguistics;Cognitive Science",2014-04-30,2014-03-20,FALSE,FALSE,"Maryland",-77.041166,38.908436
1363,"University of Wolverhampton","United Kingdom","Post Doc ","Computational Linguistics;Natural Language Processing",2014-04-16,2014-03-20,FALSE,FALSE,"Wolverhampton",-2.1282845,52.5884753
1364,"University of Potsdam, Germany","Germany","Post Doc ","Phonetics;Phonology",2014-06-12,2014-03-19,FALSE,TRUE,"Potsdam",12.96976,52.41323
1365,"Indiana University","USA","Post Doc ","General Linguistics;Hispanic Linguistics;Spanish",NA,2014-03-19,FALSE,TRUE,"Indiana",-86.5269373,39.1670467
1366,"University of Kent","United Kingdom","Lecturer (equivalent to Assistant Professor)","Applied Linguistics;English",2014-04-10,2014-03-19,FALSE,FALSE,"Canterbury, Kent",0.2177952,51.4590773
1367,"Nanyang Technological University","Singapore","Assistant Professor ","General Linguistics;Chinese Linguistics, Modern Chinese Grammar/Dialectology;Chinese, Mandarin",2014-04-30,2014-03-19,FALSE,FALSE,"Singapore",103.8677444,1.3553794
1368,"University at Albany","USA","Visiting Assistant Professor","General Linguistics;Spanish",NA,2014-03-18,FALSE,TRUE,"New York",-73.8194923,42.6882695
1369,"Universiteit Leiden","Netherlands","Post Doc ","Psycholinguistics;Neurolinguistics",2014-05-01,2014-03-16,FALSE,FALSE,"Leiden",4.4828659,52.1573488
1370,"Ivona Software, an Amazon Company","Poland","Manager Project Manager","Computational Linguistics;NLP, TTS, ASR, Data mining",NA,2014-03-15,FALSE,TRUE,"Gdynia/Gdańsk",18.6466384,54.3520252
1371,"Michigan State University","USA","Instructor ","General Linguistics;Cognitive Science;Language Acquisition",NA,2014-03-15,FALSE,TRUE,"Michigan",-83.0511744,42.332507
1372,"Michigan State University","USA","Assistant Professor ","General Linguistics;Cognitive Science;Language Acquisition",NA,2014-03-15,FALSE,TRUE,"Michigan",-83.0511744,42.332507
1373,"Brown University","USA","Senior Lecturer ","Applied Linguistics",NA,2014-03-15,FALSE,TRUE,"Rhode Island",-106.48281,31.7724254
1374,"University of Southern California","USA","Lecturer ","General Linguistics",2014-04-11,2014-03-15,FALSE,FALSE,"California",-85.7659121,38.1999105
1375,"Google, Inc.","USA","Junior Linguist","Computational Linguistics;General Linguistics;Natural Language Processing;Russian ",NA,2014-03-14,FALSE,TRUE,"New York",-104.9834234,39.9224702
1376,"Educational Testing Service","USA","Researcher ","Computational Linguistics;NLP and Speech Processing",2014-09-11,2014-03-12,FALSE,FALSE,"New Jersey",-74.71572,40.348108
1377,"James Madison University","USA","Assistant Professor ","Applied Linguistics;Phonetics;Phonology;Spanish ",NA,2014-03-12,FALSE,TRUE,"Virginia",-91.656039,41.840695
1378,"Rutgers University","USA","Post Doc ","Morphology;Phonology;Syntax",NA,2014-03-11,FALSE,TRUE,"New Jersey",-77.5870768,43.1457668
1379,"Emory University","USA","Visiting Professor ","Applied Linguistics;General Linguistics;Cognitive Science",2014-03-31,2014-03-11,FALSE,FALSE,"Georgia",-81.0318397,29.2637357
1380,"SYSTRAN Software,Inc.","USA","Linguist","Computational Linguistics;Dari",NA,2014-03-09,FALSE,TRUE,"California",-119.4179324,36.778261
1381,"Macquarie University","Australia","Lecturer ","Applied Linguistics;Speech Pathology",2014-03-30,2014-03-07,FALSE,FALSE,"Sydney",151.1131306,-33.7756994
1382,"Macquarie University","Australia","Senior Lecturer ","Applied Linguistics;Speech Pathology",2014-03-30,2014-03-07,FALSE,FALSE,"Sydney",151.1131306,-33.7756994
1383,"Saint Michael's College","USA","Instructor ","Applied Linguistics;English",NA,2014-03-07,FALSE,TRUE,"Vermont",-73.162832,44.493452
1384,"Villanova University","USA","Assistant Professor ","Applied Linguistics;Spanish",NA,2014-03-07,FALSE,TRUE,"Pennsylvania",-147.8617461,64.8372406
1385,"The University of Manchester","United Kingdom","Full Professor ","General Linguistics;Comparative Linguistics",2014-05-01,2014-03-06,FALSE,FALSE,"Manchester",-2.6902872,53.7565609
1386,"University of Washington","USA","Lecturer ","Applied Linguistics;Spanish",2014-04-04,2014-03-06,FALSE,FALSE,"Washington",-106.440736,31.767879
1387,"Universität Bern","Switzerland","Full Professor ","Pragmatics;German",2014-03-14,2014-03-06,FALSE,FALSE,"Bern",7.4324408,46.9468345
1388,"Williams College","USA","Rank Open ","Applied Linguistics;General Linguistics;Japanese",NA,2014-03-06,FALSE,TRUE,"Massachusetts",-83.0699874,40.2966496
1389,"CLCG, University of Groningen","Netherlands","Lecturer ","Applied Linguistics;General Linguistics;Swedish",2014-03-26,2014-03-06,FALSE,FALSE,"Groningen",6.5665018,53.2193835
1390,"Stockholm University","Sweden","Lecturer ","Semantics;Syntax",2014-04-01,2014-03-05,FALSE,FALSE,"Stockholm",17.9430376,59.2190446
1391,"University of Tuebingen","Germany","Researcher ","Computational Linguistics",NA,2014-03-05,FALSE,TRUE,"Tuebingen",9.0576448,48.5216364
1392,"University of Tuebingen","Germany","Scientist ","Computational Linguistics",NA,2014-03-05,FALSE,TRUE,"Tuebingen",9.0576448,48.5216364
1393,"Scuola Normale Superiore","Italy","Post Doc ","Phonetics",2014-04-08,2014-03-05,FALSE,FALSE,"Pisa",10.4004543,43.7196569
1394,"The Hong Kong Polytechnic University","Hong Kong","Dean","",NA,2014-03-05,FALSE,TRUE,"Kowloon",114.179826,22.305748
